date,place,seen,real,link,lon,lat,marker-color,marker-size,marker-symbol
13/08/1965,"Miamisburg, Ohio",flying object,Astro(star/planet),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-7475564-Miamisburg-Ohio.pdf,-84.2866083,39.6428362,#122c87,medium,lighthouse
13/08/1965,"Baden, Pennsylvania",flying object,hoax,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-7475631-Baden-Pennsylvania.pdf,-80.2281159,40.6350668,#c713e7,medium,cross
14/08/1965,"Newport News, Virginia",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-7475992-NewportNews-Virginia.pdf,-76.4321089,36.9786449,#4089ba,medium,circle-stroked
15/08/1965,"Calumet City, Illinois",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-7476027-CalumetCity-Illinois.pdf,-87.5295837,41.616016,#319f1d,medium,airport
15/08/1965,"Portsmouth, Virginia",flying object,unreliable report,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-7476161-Portsmouth-Virginia.pdf,-76.2982742,36.8354258,#c713e7,medium,cross
15/08/1965,"Bryte, California",flying object,Astro(Mars),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-7476278-Bryte-California.pdf,-121.5416232,38.5946272,#122c87,medium,lighthouse
15/08/1965,"Thackery, Ohio",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-7476302-Thackery-Ohio.pdf,-83.9188225,40.0556136,#319f1d,medium,airport
16/08/1965,"Little Rock, Arkansas",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369205-LittleRockArk.pdf,-92.2895948,34.7464809,#4089ba,medium,circle-stroked
16/08/1965,"Little Rock, Arkansas",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369212-LittleRock-Arkansas.pdf,-92.2895948,34.7464809,#4089ba,medium,circle-stroked
16/08/1965,"Columbus, Ohio",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369249-Columbus-Ohio.pdf,-83.0007065,39.9622601,#319f1d,medium,airport
16/08/1965,"South Wardsboro, Vermont",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369286-SouthWardsboro-Vermont.pdf,-72.7834293,43.0114684,#319f1d,medium,airport
16/08/1965,"Cleveland, Ohio",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369315-Cleveland-Ohio.pdf,-81.6934446,41.5051613,#4089ba,medium,circle-stroked
16/08/1965,"Kingston, New York",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369379-Kingston-NewYork.pdf,-74.0023702,41.9287812,#4089ba,medium,circle-stroked
16/08/1965,"Trotwood, Ohio",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369426-Trotwood-Ohio.pdf,-84.3113334,39.7972788,#4089ba,medium,circle-stroked
17/08/1965,"Ottawa, Illinois",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369502-Ottawa-Illinois.pdf,-88.845436,41.3516628,#122c87,medium,lighthouse
18/08/1965,"Trenton, Ohio",flying object,Astro(Capella),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369522-Trenton-Ohio.pdf,-84.4577222,39.4808905,#122c87,medium,lighthouse
18/08/1965,"Summer, Washington",flying object,ground light,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369577-Summer-Washington.pdf,-119.2940776,47.5028089,#c713e7,medium,cross
20/08/1965,"Scranton, Pennsylvania",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369851-Scranton-Pennsylvania.pdf,-75.6621294,41.4086874,#319f1d,medium,airport
20/08/1965,"Plattsburg, New York",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9369883-Plattsburg-NewYork.pdf,-73.45562,44.69282,#319f1d,medium,airport
20/08/1965,"New Milford, Connecticut",flying object,birds,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370081-NewMilford-Connecticut.pdf,-73.4117653831255,41.5867418,#f59905,medium,zoo
21/08/1965,"Orting, Washington",flying object,ground light,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370062-Orting-Washington.pdf,-122.2042824,47.0978795,#c713e7,medium,cross
21/08/1965,"Island Park, NewYork",light,ground light,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370010-IslandPark-NewYork.pdf,139.7630049,35.7251496,#c713e7,medium,cross
22/08/1965,"Lancaster, California",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370156-Lancaster-California.pdf,-118.1366153,34.6981064,#319f1d,medium,airport
23/08/1965,"Bogata, Columbia",flying object,Astro(Jupiter),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370174-Bogata-Columbia.pdf,-75.9486201,6.001856,#122c87,medium,lighthouse
23/08/1965,"Grand Canyon National Park, Arizona",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370182-GrandCanyonNationalPark-Arizona.pdf,-112.292896037024,36.30785475,#319f1d,medium,airport
23/08/1965,"Jamestown, New York",flying object,Astro(Venus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370196-Jamestown-NewYork.pdf,-79.2353259,42.0970023,#122c87,medium,lighthouse
23/08/1965,"Wooddale, Illinois",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370204-Wooddale-Illinois.pdf,-89.1575904,42.2743527,#319f1d,medium,airport
23/08/1965,"Pine City, Minnesota",flying object,Astro(Capella),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370225-PineCity-Minnesota.pdf,-92.9685423,45.8260672,#122c87,medium,lighthouse
23/08/1965,"Superior, Wisconsin",flying object,Astro(star/planet),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370264-Superior-Wisconsin.pdf,-92.1040796,46.7207737,#122c87,medium,lighthouse
24/08/1965,"Shallop Cove, Newfoundland, Canada",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370313-ShallopCove-Newfoundland-Canada.pdf,-58.536168,48.4168155,#4089ba,medium,circle-stroked
24/08/1965,"Fayetteville, Arkansas",flying object,plastic,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370302-Fayetteville-Arkansas.pdf,-94.1574328,36.0625843,#c713e7,medium,cross
25/08/1965,"Burlington, Massachusetts",flying object,Astro(Capella),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370397-Burlington-Mass.pdf,-71.1956111,42.5048167,#122c87,medium,lighthouse
25/08/1965,"Oakwood, Ohio",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370494-Oakwood-Ohio.pdf,-84.1741059,39.7253369,#4089ba,medium,circle-stroked
25/08/1965,"Washington Township, Ohio",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370439-WashingtonTownship-Ohio.pdf,-83.8907241380753,40.4222891,#4089ba,medium,circle-stroked
26/08/1965,"France",flying object,clouds,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370537-%5BILLEGIBLE%5D.pdf,1.8883335,46.603354,#c713e7,medium,cross
26/08/1965,"Houston, Texas",flying object,Astro(Jupiter),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370728-SSWofHouston-Texas-Rosenburg-Freeport-Neeville-Angleton-.pdf,-95.3676974,29.7589382,#122c87,medium,lighthouse
26/08/1965,"Alexandria, LA",flying object,Astro(Acturus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370777-Alexandria-La.pdf,29.894378,31.199004,#122c87,medium,lighthouse
26/08/1965,"Missile Site, Nebraska",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370907-MissileSiteInNebraska.pdf,-96.2991356,41.4882875,#319f1d,medium,airport
26/08/1965,"Sioux Army Depot, Nebraska",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370929-SiouxArmyDepot-Nebraska.pdf,-103.009695049862,41.2391586,#319f1d,medium,airport
26/08/1965,"Nebraska",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370948-NebraskaArea.pdf,-99.5873816,41.7370229,#319f1d,medium,airport
26/08/1965,"Erie, Pennsylvania",light,Astro(meteor shower),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370883-Erie-Pennsylvania.pdf,-80.0852695,42.1294712,#122c87,medium,lighthouse
27/08/1965,"Tacoma, Washington",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370973-Tacoma-Washington.pdf,-122.4205999,47.2420068,#319f1d,medium,airport
27/08/1965,"Corpus Christi, Texas",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370985-CorpusChristi-Texas.pdf,-97.3955744,27.8002542,#4089ba,medium,circle-stroked
27/08/1965,"Hilo, Hawaii",light,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9371002-Hilo-Hawaii.pdf,-155.448698303485,19.58955475,#f90105,medium,triangle-stroked
29/08/1965,"Tipp City, Ohio",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9371054-TippCity-Ohio.pdf,-84.1721638,39.9583892,#4089ba,medium,circle-stroked
29/08/1965,"Northeast Harbor, Maine.",light,Astro(Acturus),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9371082-NortheastHarbor-Maine.pdf,-68.2897381,44.2942468,#122c87,medium,lighthouse
29/08/1965,"Springfield, Maryland",light,insufficient data,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9371174-Springfield-Maryland.pdf,-76.7994148,38.9928881,#f90105,medium,triangle-stroked
31/08/1965,"Lake Melissa, Minnesota",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9371286-LakeMelissa-Minnesota.pdf,-95.8975613988253,46.7432837,#4089ba,medium,circle-stroked
31/08/1965,"Turner, Montana",flying object,Astro(Vega),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9371301-Turner-Montana.pdf,-108.4048141,48.8456288,#122c87,medium,lighthouse
31/08/1965,"Cheyenne, Wyoming",light,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9371404-Cheyenne-Wyoming.pdf,-104.820246,41.139981,#f90105,medium,triangle-stroked
01/09/1965,"Pittsburgh, Pennsylvania",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9372600-Pittsburgh-Pennsylvania.pdf,-79.9900861,40.4416941,#f90105,medium,triangle-stroked
01/09/1965,"Chicago, Illinois",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9372642-Chicago-Illinois.pdf,-87.6244212,41.8755616,#4089ba,medium,circle-stroked
01/09/1965,"Yellow Springs, Ohio",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9372766-YellowSprings-Ohio.pdf,-83.8925234,39.8045432,#4089ba,medium,circle-stroked
01/09/1965,"Michigan",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9372805-Michigan.pdf,-84.6824346,43.6211955,#319f1d,medium,airport
01/09/1965,"Bakersfield, California",light,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9372829-Bakersfield-California.pdf,-119.0194639,35.3738712,#319f1d,medium,airport
02/09/1965,Nebraska Missile Site,flying object,Astro(Jupiter),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9372862-NebraskaMissileSite.pdf,-96.2991356,41.4882875,#122c87,medium,lighthouse
02/09/1965,"Laredo,Texas",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9372957-Laredo-Texas.pdf,-99.4953764,27.5199841,#319f1d,medium,airport
02/09/1965,"Dayton, Ohio",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9373193-Dayton-Ohio.pdf,-84.1916069,39.7589478,#4089ba,medium,circle-stroked
02/09/1965,"Biloxi, Mississippi",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9373239-Biloxi-Mississippi.pdf,-88.8459433348286,30.374673,#4089ba,medium,circle-stroked
03/09/1965,"Damon, Texas",flying object,unidentified,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9372331-Damon-Texas.pdf,-95.7346708,29.290523,#c713e7,medium,cross
03/09/1965,"Exeter, New Hampshire",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9373271-Exeter-NewHampshire.pdf,-70.9478343,42.981477,#4089ba,medium,circle-stroked
03/09/1965,"Portland, Indiana",flying object,Astro(star/planet) ,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9373897-Portland-Indiana.pdf,-84.9777455,40.4344895,#122c87,medium,lighthouse
03/09/1965,"Columbus, Ohio",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9373977-Columbus-Ohio.pdf,-83.0007065,39.9622601,#f90105,medium,triangle-stroked
03/09/1965,"Waynesville, Ohio",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9373987-Waynesville-Ohio.pdf,-84.086601,39.5297824,#122c87,medium,lighthouse
03/09/1965,"Moraine, Ohio",light,Astro(Jupiter),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9373940-Moraine-Ohio.pdf,-84.2193849,39.7061702,#122c87,medium,lighthouse
04/09/1965,"Ketchikan, Alaska",ball,Astro(meteor),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8663430-Ketchikan-Alaska-HerringCove-.pdf,-131.6466819,55.3430696,#122c87,medium,lighthouse
04/09/1965,"Tampa, Florida",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9374032-Tampa-Florida.pdf,-82.458444,27.9477595,#4089ba,medium,circle-stroked
04/09/1965,"Ozone Park, New York",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9374044-OzonePark-NewYork.pdf,-73.8437461,40.67677,#4089ba,medium,circle-stroked
04/09/1965,"Cleveland, Ohio",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9374074-Cleveland-Ohio.pdf,-81.6934446,41.5051613,#319f1d,medium,airport
04/09/1965,"Conway, N H",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-9374169-Conway-N-H.pdf,-71.120682,43.979475,#4089ba,medium,circle-stroked
05/09/1965,"Duluth, Minnesota",ball,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8669443-Duluth-Minnesota.pdf,-92.1251218,46.7729322,#122c87,medium,lighthouse
05/09/1965,"Cheyenne, Wyoming",flying object,insufesient data for evaluation,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8669984-Cheyenne-Wyoming.pdf,-104.820246,41.139981,#c713e7,medium,cross
05/09/1965,"Tacoma, Washington",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8670180-Tacoma-Washington.pdf,-122.4205999,47.2420068,#4089ba,medium,circle-stroked
05/09/1965,"Corpus Christi, Texas",light,Astro(Venus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8664141-CorpusChristi-Texas.pdf,-97.3955744,27.8002542,#122c87,medium,lighthouse
06/09/1965,"Leon, New York",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8671793-Leon-NewYork.pdf,-79.016428,42.293116,#319f1d,medium,airport
06/09/1965,"Long Beach, New York",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8671902-LongBeach-NewYork.pdf,-73.657861,40.5885116,#4089ba,medium,circle-stroked
06/09/1965,"Indianapolis, Indiana",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8673399-Indianapolis-Indiana.pdf,-86.1583502,39.7683331,#4089ba,medium,circle-stroked
06/09/1965,"Colorado Springs, Colorado",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8673712-ColoradoSprings-Colorado.pdf,-104.8253485,38.8339578,#4089ba,medium,circle-stroked
06/09/1965,"Alice, Texas",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8673865-Alice-Texas.pdf,-98.0697249,27.7522487,#4089ba,medium,circle-stroked
07/09/1965,"Alexandria, Louisiana",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8674266-Alexandria-Louisiana.pdf,-92.4449087,31.311248,#4089ba,medium,circle-stroked
07/09/1965,"Menlo Park, California",flying object,Astro(meteor),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8674804-MenloPark-California.pdf,-122.1821871,37.4538274,#122c87,medium,lighthouse
07/09/1965,"Tempe, Arizona",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8674931-Tempe-Arizona.pdf,-111.9094474,33.4144139,#319f1d,medium,airport
08/09/1965,"Tonawanda, New York",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8674421-Tonawanda-NewYork.pdf,-78.878383,43.020679,#122c87,medium,lighthouse
09/09/1965,"Los Angeles, California",ball,Astro(meteor),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8675293-LosAngeles-California.pdf,-118.2427669,34.0536834,#122c87,medium,lighthouse
09/09/1965,"Walpole, Massachusetts",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8675219-Walpole-Massachusetts.pdf,-71.2494985,42.1417653,#122c87,medium,lighthouse
11/09/1965,"Sauk Centre, Minnesota",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8676415-SaukCentre-Minnesota.pdf,-94.9525216,45.737465,#319f1d,medium,airport
12/09/1965,"Odessa, Texas",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8676865-Odessa-Texas.pdf,-102.367687,31.8457149,#122c87,medium,lighthouse
14/09/1965,"Lyons, Kansas",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8677117-Lyons-Kansas.pdf,-98.2017268,38.3450104,#f90105,medium,triangle-stroked
15/09/1965,"Renton, Washington",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8677345-Renton-Washington.pdf,-122.2034496,47.4799078,#f90105,medium,triangle-stroked
16/09/1965,"Rolla, Missouri",flying object,Astro(star/planet) ,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8677486-Rolla-Missouri.pdf,-91.771792,37.9513575,#122c87,medium,lighthouse
16/09/1965,"Baltimore, Maryland",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8677590-Baltimore-Maryland.pdf,-76.610759,39.2908816,#319f1d,medium,airport
17/09/1965,"Kettering, Ohio",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8677985-Kettering-Ohio.pdf,-84.1688274,39.6895036,#4089ba,medium,circle-stroked
18/09/1965,"Vashon, Washington",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8678496-Vashon-Washington.pdf,-122.473705254669,47.42087595,#f90105,medium,triangle-stroked
19/09/1965,"Yokohama, Japan",ball,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8678588-Yokohama-Japan.pdf,139.636768,35.444991,#319f1d,medium,airport
20/09/1965,"Winston Salem, North Carolina",flying object,Inconsistancies in report,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8678813-WinstonSalem-NorthCarolina.pdf,-80.2440518,36.0998131,#c713e7,medium,cross
20/09/1965,"Dayton, Ohio Area",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8679178-Dayton-OhioArea.pdf,-84.1916069,39.7589478,#4089ba,medium,circle-stroked
20/09/1965,"St Petersburg, Florida",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8679680-St-Petersburg-Florida.pdf,-82.6695085,27.7703796,#319f1d,medium,airport
21/09/1965,"Brownfield, Texas",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8679819-Brownfield-Texas.pdf,-102.2743489,33.1812035,#4089ba,medium,circle-stroked
22/09/1965,"Clover, Minnesota",flying object,balloon,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8680004-Clover-Minnesota.pdf,-94.8484743,47.7691846,#c713e7,medium,cross
22/09/1965,"Landis, North Carolina",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8680117-Landis-NorthCarolina.pdf,-80.6108998,35.5456947,#319f1d,medium,airport
22/09/1965,"Dunkirk, New York",flying object,Astro(star/planet) ,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8680738-Dunkirk-NewYork.pdf,-79.333932,42.479502,#122c87,medium,lighthouse
22/09/1965,"Silver Springs, Maryland",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8680801-SilverSprings-Maryland.pdf,-76.910115,38.821017,#319f1d,medium,airport
22/09/1965,"Rio Vista, California",light,Astro(Venus),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8680465-RioVista-California.pdf,-121.6913439,38.1557502,#122c87,medium,lighthouse
23/09/1965,"New Orleans, Louisiana",flying object,Astro(star/planet) ,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8681283-NewOrleans-Louisiana.pdf,-90.0701156,29.9499323,#122c87,medium,lighthouse
23/09/1965,"Portland, Oregon",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8681616-Portland-Oregon.pdf,-122.6741949,45.5202471,#122c87,medium,lighthouse
23/09/1965,"Bellbrook, Ohio",light,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8681123-Bellbrook-Ohio.pdf,-84.0701766,39.6358399,#319f1d,medium,airport
24/09/1965,"Whiteman AFB, Missouri",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8681725-WhitemanAFB-Missouri.pdf,-93.5614331941913,38.7298305,#4089ba,medium,circle-stroked
24/09/1965,"Washington, DC",flying object,birds,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8681805-WashingtonD-C.pdf,-77.0365625,38.8950092,#f59905,medium,zoo
25/09/1965,"Okinawa",dots,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-09-8682223-Okinawa.pdf,128.0255901,26.5707754,#319f1d,medium,airport
