date,place,seen,real,link,lon,lat,marker-color,marker-size,marker-symbol
28/10/1965,"Rolling Meadows, Illinois",flying object,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-10-8674033-RollingMeadows-Illinois.pdf,-88.0131275,42.0841936,#23ed0c,medium,rocket
28/10/1965,"Miamisburg, Ohio",flying object,Astro(Venus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-10-8694398-Miamisburg-Ohio.pdf,-84.2866083,39.6428362,#23ed0c,medium,rocket
29/10/1965,"Florissant, Missouri",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-10-8674873-Florissant-Missouri.pdf,-90.322614,38.789217,#23ed0c,medium,rocket
30/10/1965,"Overton, Nevada",flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-10-8675227-Overton-Nevada.pdf,-114.4429886,36.5407344,#23ed0c,medium,rocket
30/10/1965,"Rome, New York",light,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-10-8675094-Rome-NewYork.pdf,-75.4557304,43.2128473,#ebe30f,medium,star
31/10/1965,"Amityville, New York",flying object,Astro(Venus),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-10-8675364-%5BILLEGIBLE%5D.pdf,-73.4148990072436,40.672268,#23ed0c,medium,rocket
31/10/1965,"Efland, North Carolina",flying object,Astro(Capella),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-10-8675652-Efland-NorthCarolina.pdf,-79.1691812,36.0812507,#23ed0c,medium,rocket
11/1965,"O'Hare International Airport, Chicago",,,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8677133-Rivergrove-Illinois.pdf,-87.9093214054785,41.9779849,#2c72ce,medium,cross
3/11/1965,"Chicago, Illinois",flying object,Astro(Capella),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8676496-Chicago-Illinois.pdf,-87.6244212,41.8755616,#23ed0c,medium,rocket
4/11/1965,"Chicago, Illinois",flying object,Astro(Venus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8676496-Chicago-Illinois.pdf,-87.6244212,41.8755616,#23ed0c,medium,rocket
4/11/1965,"Aberdeen, Maryland",flying object,metamorphic rock,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8680184-Aberdeen-Maryland.pdf,-76.1641197,39.5095556,#23ed0c,medium,rocket
5/11/1965,"Oxford, Ohio",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8678661-Oxford-Ohio.pdf,-84.7420519,39.5103048,#23ed0c,medium,rocket
5/11/1965,"Bellingham, Massachusetts",light,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8678752-Bellingham-Mass.pdf,-71.4746436,42.0869493,#ebe30f,medium,star
6/11/1965,"Park Meadows, Pennsylvania",flying object,,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8678799-ParkMeadows-Pennsylvania.pdf,-75.1562848,40.1751089,#23ed0c,medium,rocket
11/1965,"New York, New York",flying object,,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8679228-NewYork-NewYork.pdf,-73.9871558,40.7308619,#23ed0c,medium,rocket
10/11/1965,"Chicago, Illinois",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8676496-Chicago-Illinois.pdf,-87.6244212,41.8755616,#23ed0c,medium,rocket
11/11/1965,"Cleveland, Ohio",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8679431-Cleveland-Ohio.pdf,-81.6934446,41.5051613,#23ed0c,medium,rocket
11/11/1965,"Anderson Creek, Oregon",flying object,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8679834-AndersonCreek-Oregon.pdf,-118.2851258,44.2303822,#23ed0c,medium,rocket
12.11.1965,"Chicago, Illinois",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8676496-Chicago-Illinois.pdf,-87.6244212,41.8755616,#23ed0c,medium,rocket
13/11/1965,"Barview, Oregon",flying object,,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8679686-Barview-Oregon.pdf,-124.3131718,43.3542779,#23ed0c,medium,rocket
13/11/1965,"Salem, Massachusetts",flying object,Astro(Jupiter),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683795-Cincinatti-Ohio.pdf,-70.8967226,42.5195292,#23ed0c,medium,rocket
13/11/1965,"Salem, Massachusetts",flying object,Astro(Jupiter),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683795-Cincinatti-Ohio.pdf,-70.8967226,42.5195292,#23ed0c,medium,rocket
15/11/1965,"Dunedin Causeway, Florida",flying object,balloon,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8680769-DunedinCauseway-Florida.pdf,-82.8050666,28.0548542,#23ed0c,medium,rocket
15/11/1965,"Clinton, Indiana",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8680395-Clinton-Indiana.pdf,-86.4692735,40.2992769,#23ed0c,medium,rocket
15/11/1965,"Middletown, New York",light,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8680571-Middletown-NewYork.pdf,-74.420917744689,41.44634,#ebe30f,medium,star
15/11/1965,"Columbus, Ohio",light,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8680929-Columbus-Ohio.pdf,-83.0007065,39.9622601,#ebe30f,medium,star
16/11/1965,"Keflavik International Airport, Iceland",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8680442-AtlanticOcean-VicinityOfIceland-.pdf,-22.626490311921,63.98486065,#23ed0c,medium,rocket
16/11/1965,"Clinton, Indiana",flying object,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8680395-Clinton-Indiana.pdf,-86.4692735,40.2992769,#23ed0c,medium,rocket
16/11/1965,"Brooksville, Florida",flying object,,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8680698-Brooksville-Florida.pdf,-82.3924737,28.5559352,#23ed0c,medium,rocket
16/11/1965,"Neustadt, German",flying object,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8681075-Neustadt-Germany.pdf,9.99264560794635,53.5572837,#23ed0c,medium,rocket
17/11/1965,"Dearborn, Missouri",flame,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8681385-Dearborn-Missouri.pdf,-94.7699608,39.5219411,#2c72ce,medium,cross
18/11/1965,"Lutz, Florida",flying object,Astro(meteor),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8681191-Lutz-Florida.pdf,-82.4591842407094,28.1300994,#23ed0c,medium,rocket
18/11/1965,"Bedford, Virginia",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8681691-Bedford-Virginia.pdf,-79.5399003,37.3123905,#23ed0c,medium,rocket
18/11/1965,"Buffalo, New York",flying object,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8681861-Buffalo-NewYork.pdf,-78.8783922,42.8867166,#23ed0c,medium,rocket
18/11/1965,"Terrace Park, Ohio",light,,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8682167-TerracePark-Ohio.pdf,-84.3071602,39.1592269,#ebe30f,medium,star
18/11/1965,"Terrace Park, Ohio",light,,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8682167-TerracePark-Ohio.pdf,-84.3071602,39.1592269,#ebe30f,medium,star
19/11/1965,"Ellerbe, N C",light,Astro(meteor),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8681431-NorthOfEllerbe-N-C.pdf,-79.7614395,35.0712608,#ebe30f,medium,star
19/11/1965,"Indianapolis, Indiana",light,insufficient data,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8682759-Indianapolis-Indiana.pdf,-86.1583502,39.7683331,#ebe30f,medium,star
21/11/1965,"Jim Hogg County, Texas",light,insufficient data,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683104-JimHoggCounty-Texas.pdf,-98.7047316,27.0065425,#ebe30f,medium,star
23/11/1965,"Garibaldi, Oregon",light,insufficient data,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683028-Garibaldi-Oregon.pdf,-123.911203,45.559817,#ebe30f,medium,star
25/11/1965,"Jonesboro, Arkansas",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683438-Jonesboro-Arkansas.pdf,-90.7034522,35.8428646,#23ed0c,medium,rocket
25/11/1965,"Phoenix, Arizona",flying object,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683511-Phoenix-Arizona.pdf,-112.0773456,33.4485866,#23ed0c,medium,rocket
25/11/1965,"Dallas, Texas",flying object,balloon,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683238-Dallas-Texas.pdf,-96.7968559,32.7762719,#23ed0c,medium,rocket
29/11/1965,"Tok Junction, Alaska",ball,,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683343-Tok-Junction-Alaska.pdf,-142.9877729,63.3359454,#952dcd,medium,circle
1/12/1965,"Oak Park, Illinois",flying object,,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-11-8683682-OakPark-Illinois.pdf,-87.7887615,41.8878145,#23ed0c,medium,rocket
1/12/1965,"Caracas, Venezuela",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8691946-Caracas-Venezuela.pdf,-66.9146017,10.506098,#23ed0c,medium,rocket
1/12/1965,"Norwalk, Ohio",light,Astro(Venus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8692063-Norwalk-Ohio.pdf,-82.6157331,41.2425531,#ebe30f,medium,star
12/1965,"La Crosse, Wisconsin",,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8691847-LaCrosse-Wisconsin.pdf,-91.2395429,43.8014053,#2c72ce,medium,cross
2/12/1965,"Santiago, Chile",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8692399-Santiago-Chile.pdf,-70.6504451,-33.4377968,#23ed0c,medium,rocket
2/12/1965,"Santa Susana, Californi",flying object,Astro(Venus),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8692450-SantaSusana-California.pdf,-118.7090222,34.2716255,#23ed0c,medium,rocket
4/12/1965,"Aberdeen, South Dakota",flying object,Astro(star/planet),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8692497-Aberdeen-SouthDakota.pdf,-98.487813,45.4649805,#23ed0c,medium,rocket
6/12/1965,"Cutoff, Louisiana",flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8692667-Cutoff-Louisiana.pdf,-89.9778468,29.9179823,#23ed0c,medium,rocket
7/12/1965,"Evanston Illinois",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8692785-Evanston-Illinois.pdf,-87.6930459,42.0447388,#23ed0c,medium,rocket
7/12/1965,"Lanham, Maryland",flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8692902-Lanham-Maryland.pdf,-76.8619166,38.9670551,#23ed0c,medium,rocket
7/12/1965,"Oak Grove, Oregon",flying object,Astro(Venus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8693056-OakGrove-Oregon.pdf,-122.641562235146,45.4162385,#23ed0c,medium,rocket
7/12/1965,"Rockaway, Oregon",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8693113-Rockaway-Oregon.pdf,-123.943147,45.613598,#23ed0c,medium,rocket
8/12/1965,"Tangent, Oregon",flying object,insufficient data,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8693190-Tangent-Oregon.pdf,-123.1092912,44.5440387,#23ed0c,medium,rocket
9/12/1965,"Waterford, Pa",flying object,Astro(Moon),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8693234-Waterford-Pa.pdf,-79.9842447,41.9424779,#23ed0c,medium,rocket
11/12/1965,"Albany, Oregon",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8693845-Albany-Oregon.pdf,-123.1059324,44.6365071,#23ed0c,medium,rocket
11/12/1965,"Hawaiian Islands",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8693909-HawaiianIslands.pdf,-155.448698303485,19.58955475,#23ed0c,medium,rocket
11/12/1965,"Vandalia, Ohio",light,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8693781-Vandalia-Ohio.pdf,-84.1988308,39.8906122,#ebe30f,medium,star
12/12/1965,"Lansing, Michigan",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8694050-Lansing-Michigan.pdf,-84.5553805,42.7337712,#23ed0c,medium,rocket
15/12/1965,"Luke AFB, Arizona",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8694408-LukeAFB-Arizona.pdf,-112.3776694,33.536038,#23ed0c,medium,rocket
15/12/1965,"Dayton, Ohio",flying object,Astro(star/planet),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8694288-Dayton-Ohio.pdf,-84.1916069,39.7589478,#23ed0c,medium,rocket
15/12/1965,"Oregon",light,missile,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8694319-Oregon-Area.pdf,-120.737257,43.9792797,#ebe30f,medium,star
17/12/1965,"Whittier, California",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8694781-Whittier-California.pdf,-118.0336975,33.9748932,#23ed0c,medium,rocket
17/12/1965,"Sabina, Ohio",light,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8694650-Sabina-Ohio.pdf,-83.6368659,39.4886732,#ebe30f,medium,star
20/12/1965,"Lacomb, Oregon",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8694875-Lacomb-Oregon.pdf,-122.7434204,44.5851228,#23ed0c,medium,rocket
27/12/1965,"Houma, Louisiana",flying object,Astro(Venus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8695012-Houma-Louisiana.pdf,-90.7195348,29.5957696,#23ed0c,medium,rocket
28/12/1965,"Newark, Harbor Hills, Ohio Area",flying object,Astro(Vega),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8695223-Newark-HarborHills-OhioArea.pdf,-82.434938,39.933118,#23ed0c,medium,rocket
28/12/1965,"Beavercreek, Ohio",light,Astro(Venus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-12-8695151-Beavercreek-Ohio.pdf,-84.0632685,39.7092262,#ebe30f,medium,star
10-14/04/1965,"Misawa AB, Japan",flying object,unidentified,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-04-9071719-MisawaAB-Japan.pdf,141.8106917,42.6627408,#23ed0c,medium,rocket
12-13/03/1965,"Brooklyn, New York",light,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-03-8724631-Brooklyn-NewYork.pdf,-73.9495823,40.6501038,#ebe30f,medium,star
13-17/08/1965,"Urbana, Ohio",light,psychological,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-7475693-Urbana-Ohio.pdf,-83.7524298,40.1083912,#ebe30f,medium,star
21:10 27.10.2018,"Cloverdale, Ohio",flying object,Astro(Venus),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-10-8673973-Cloverdale-Ohio.pdf,-83.5738203,41.3414412,#23ed0c,medium,rocket
"22, 24, 25, 26/04/1965","Madison,Tennessee",flying object,conventional objects,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-04-9072132-Madison-Tennessee.pdf,-88.852119,35.6055887,#23ed0c,medium,rocket
"25/01/1965, 27/01/1965, 29/01/1965, 05/02/1965","Moneta,Virginia",flying object,Astro(star/planet),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723045-Moneta-Virginia.pdf,-79.6172536,37.1812537,#23ed0c,medium,rocket
25-29/08/1965,"Sequoia National Park, California",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-08-9370520-SequoiaNationalPark-California.pdf,-118.559919384386,36.49584065,#23ed0c,medium,rocket
5-7/05/1965,"Philippines",flying object,insufficient data,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-05-9073552-Philippines.pdf,122.7312101,12.7503486,#23ed0c,medium,rocket
