25/01/1965,"""""Miami, Florida""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723022-Miami-Florida.pdf
"""""25/01/1965, 27/01/1965, 29/01/1965, 05/02/1965""""","""""Moneta,Virginia""""",flying object,Astro(star/planet),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723045-Moneta-Virginia.pdf
27/01/1965,"""""Dayton, Ohio""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723103-Dayton-Ohio.pdf
26/01/1965,"""""Plum Tree Is land,Virginia""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723117-PlumTreeIsland-Virginia.pdf
27/01/1965,"""""Ewa Beach, Hawai""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723137-EwaBeach-Hawaii.pdf
27/01/1965,"""""Altavista,Virginia""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723170-Altavista-Virginia.pdf
28/01/1965,"""""Hampton,Virginia""""",flying object,balloon,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723190-Hampton-Virginia.pdf
30/01/1965,"""""Newport News,Virginia""""",flying object,lights on boat,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723317-NewportNews-Virginia.pdf
30/01/1965,"""""Seward, Pennsylvania""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-01-8723329-Seward-Pennsylvania.pdf
01/02/1965,"""""British Columbia, Canada""""",flying object,hoax,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1960-02-6968709-BritishColumbia-Canada.pdf
01/02/1965,"""""Talahassee, Florida""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723412-Talahassee-Florida.pdf
02/02/1965,"""""Richmond,Virginia""""",flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723499-Richmond-Virginia.pdf
04/02/1965,"""""Morgantown, North Carolina""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723612-Morgantown-NorthCarolina.pdf
05/02/1965,"""""Janesville, Wisconsin""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723624-Janesville-Wisconsin.pdf
05/02/1965,"""""Moneta, Virginia""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723660-Moneta-Virginia.pdf
06/02/1965,"""""Liberty, Ohio""""",flying object,metal ball,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723676-Liberty-Ohio.pdf
09/02/1965,"""""San Juan, Puerto Rico""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723806-SanJuan-PuertoRico.pdf
13/02/1965,"""""Hibbing, Minnesota""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723824-Hibbing-Minnesota.pdf
13/02/1965,Unknown,flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723843-Unknown.pdf
13/02/1965,"""""Costa Mesa, California""""",flying object,ground light,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723847-CostaMesa-California.pdf
15/02/1965,"""""Alexandria, Va""""",flying object,birds,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723857-Alexandria-Va.pdf
15/02/1965,"""""Hyattsville, Maryland""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723882-Hyattsville-Maryland.pdf
16/02/1965,South Dakota,flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723905-SouthDakota.pdf
18/02/1965,"""""Dayton, Ohio""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723915-Dayton-Ohio.pdf
18/02/1965,"""""Newport News,Virginia""""",flying object,unreliable report,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723932-NewportNews-Virginia.pdf
18/02/1965,"""""Kansas City, Mo""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723943-KansasCity-Mo.pdf
18/02/1965,"""""Colorado Woodland Park, Colorado""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723971-Colorado-WoodlandPark-Colorado.pdf
20/02/1965,"""""Hugo, Oklahoma""""",flying object,balloon,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8723991-Hugo-Oklahoma.pdf
21/02/1965,"""""Washington, DC""""",flying object,Astro(Acturus),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8724001-Washington-DC.pdf
21/02/1965,"""""Kingsley Field, Oregon""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8724007-KingsleyField-Oregon.pdf
24/02/1965,"""""Webb AFB, Texas""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8724016-WebbAFB-Texas.pdf
25/02/1965,"""""S Rockville, Maryland""""",flying object,birds,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8724026-SRockville-Maryland.pdf
25/02/1965,"""""Houma, Louisiana""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8724043-Houma-Louisiana.pdf
27/02/1965,"""""Rivesville, W Virginia""""",flying object,psychological,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-8724085-Rivesville-WVirginia.pdf
22/02/1965,"""""Olean, New York""""",flying object,Astro(Acturus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-02-9557058-Olean-NewYork.pdf
05/06/1965,"""""Sutersville, Pennsylvania""""",flying object,balloon,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074568-Sutersville-Pennsylvania.pdf
05/06/1965,"""""Marysville, Washington""""",flying object,aircraft, 
08/06/1965,Turkey,flying object,radar,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074625-Turkey.pdf
10/06/1965,"""""Cheektowaga, NewYork""""",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074635-Cheektowaga-NewYork.pdf
11/06/1965,"""""Mobile, Alabama""""",flying object,Astro(meteor),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074646-Mobile-Alabama.pdf
20/06/1965,"""""Mifflin, Pennsylvania""""",flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074715-PittsburghArea-Pennsylvania.pdf
20/06/1965,"""""Irwin, Pennsylvania""""",flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074715-PittsburghArea-Pennsylvania.pdf
21/06/1965,"""""Pittsburg, Pennsylvania""""",flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074715-PittsburghArea-Pennsylvania.pdf
20/06/1965,Pennsylvania,flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074715-PittsburghArea-Pennsylvania.pdf
20/06/1965,"""""Indianapolis, Indiana""""",flying object,physiological,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074780-Indianapolis-Indiana.pdf
28/06/1965,"""""Albuquerque, New Mexico""""",flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074942-Albuquerque-NewMexico.pdf
29/06/1965,"""""Frankfurt, Germany""""",flying object,reflection,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074955-Frankfurt-Germany.pdf
29/06/1965,"""""SanJose, California""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074966-SanJose-California.pdf
29/06/1965,"""""Birdsboro, Pennsylvania""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-06-9074973-Birdsboro-Pennsylvania.pdf
05/07/1965,LakeMichigan,flying object,insufficient data,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7427457-LakeMichigan.pdf
05/07/1965,"""""Chicago, Illinois""""",flying object,Astro(Saturn),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7427477-Chicago-Illinois.pdf
05/07/1965,"""""Xenia, Ohio""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7427822-Xenia-Ohio.pdf
05/07/1965,"""""Independence, Mo""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428002-Independence-Mo.pdf
05/07/1965,"""""Bellingham, Washington""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428048-Bellingham-Washington.pdf
06/07/1965,"""""McKeesport, Pennsylvania""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428154-McKeesport-Pennsylvania.pdf
06/07/1965,"""""Nicosia, Cyprus""""",flying object,balloon,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428274-Nicosia-Cyprus.pdf
06/07/1965,"""""Fossil, Oregon""""",flying object,Astro(star/planet),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428292-Fossil-Oregon.pdf
06/07/1965,"""""Arlington, Texas""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428346-Arlington-Texas.pdf
06/07/1965,"""""Kiel, Wisconsin""""",flying object,Unidentified,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428435-Kiel-Wisconsin.pdf
08/07/1965,"""""Cincinnati, Ohio""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428492-Cincinnati-Ohio.pdf
08/07/1965,"""""Peru, Indiana""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428525-Peru-Indiana.pdf
08/07/1965,San Lorenzo Island Pacific,flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7428555-SanLorenzo-Island-Pacific-.pdf
11/07/1965,"""""Summerset, Pennsylvania""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7432297-Summerset-Pennsylvania.pdf
12/07/1965,Pennsylvania,flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7432409-Pennsylvania.pdf
12/07/1965,"""""McArthur, Ohio""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7433177-McArthur-Ohio.pdf
12/07/1965,"""""UnionCity, Ohio""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7433307-UnionCity-Ohio.pdf
13/07/1965,"""""Englewood , Ohio""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7433539-Englewood-Ohio.pdf
13/07/1965,"""""Toronto, Canada""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7433582-Toronto-Canada.pdf
13/07/1965,"""""Burlington, Massachusetts""""",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7433721-Burlington-Massachusetts.pdf
13/07/1965,"""""Smyrna, Tennessee""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7433798-Smyrna-Tennessee.pdf
13/07/1965,Eastmont Pa,flying object,balloon,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7433831-Eastmont-Pa.pdf
14/07/1965,"""""Charleston, South Carolina""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7433992-Charleston-SouthCarolina.pdf
15/07/1965,"""""Sweet Home, Oregon""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7434057-SweetHome-Oregon.pdf
16/07/1965,"""""Howell, Utah""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7434244-Howell-Utah.pdf
16/07/1965,"""""Presto, Pennsylvania""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7434583-Presto-Pennsylvania.pdf
16/07/1965,"""""CrystalLake, Ohio""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7434747-CrystalLake-Ohio.pdf
16/07/1965,"""""Dudley, Massachussets""""",flying object,Astro(Acturus),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7434832-Dudley-Massachussets.pdf
17/07/1965,Bermuda,flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435025-Bermuda.pdf
17/07/1965,"""""Glencoe, Minnesota""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435044-Glencoe-Minnesota.pdf
17/07/1965,"""""Burbank, California""""",flying object,reflection,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435100-Burbank-California.pdf
17/07/1965,"""""Richmond, Missouri""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435248-Richmond-Missouri.pdf
17/07/1965,"""""Raytown, Missouri""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435273-Raytown-Missouri.pdf
18/07/1965,"""""Greenville, Ohio""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435334-Greenville-Ohio.pdf
18/07/1965,"""""Vandalia, Ohio""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435520-Vandalia-Ohio.pdf
19/07/1965,"""""Miamisburg Dayton, Ohio""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435852-Miamisburg-Dayton-Ohio.pdf
19/07/1965,"""""West Carrollton, Ohio""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7435960-WestCarrollton-Ohio.pdf
19/07/1965,"""""Eastlake, Ohio""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7436006-Eastlake-Ohio.pdf
20/07/1965,"""""Roswell, New Mexico""""",flying object,Astro(Acturus),https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7436045-Roswell-NewMexico.pdf
20/07/1965,"""""West Fairview, Pennsylvania""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7436169-WestFairview-Pennsylvania.pdf
20/07/1965,"""""Centerville, Ohio""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7436503-Centerville-Ohio.pdf
20/07/1965,"""""Pittsburgh, Pennsylvania""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7436610-Pittsburgh-Pennsylvania.pdf
21/07/1965,"""""Bohemiary, Maryland""""",flying object,insufficient data,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7437657-Bohemiary-Maryland.pdf
21/07/1965,"""""Monticello, New York""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7437713-Monticello-NewYork.pdf
21/07/1965,"""""Corpus Christi, Texas""""",flying object,balloon,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7437757-CorpusChristi-Texas.pdf
22/07/1965,"""""Forbes AFB, Kansas""""",flying object,Astro(Parelia),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7437955-ForbesAFB-Kansas.pdf
22/07/1965,"""""Pittsburgh, Pennsylvania""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438078-Pittsburgh-PennsylvaniaArea.pdf
22/07/1965,"""""Heidelberg, Pennsylvania""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438178-Heidelberg-Pennsylvania.pdf
23/07/1965,"""""Kelso, Washington""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438227-Kelso-Washington.pdf
24/07/1965,"""""Lincoln AFB, Nebraska""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438282-LincolnAFB-Nebraska.pdf
24/07/1965,"""""Anacortes, Washington""""",flying object,Astro(meteor),https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438321-Anacortes-Washington.pdf
25/07/1965,"""""Gales Ferry, Conncecticut""""",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438385-GalesFerry-Conncecticut.pdf
25/07/1965,"""""Bloomingburg, New York""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438433-Bloomingburg-NewYork.pdf
25/07/1965,"""""Clinton County, Ohio""""",flying object,aircraft,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438710-ClintonCounty-Ohio.pdf
25/07/1965,"""""Battle Creek, Michigan""""",flying object,satellite,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438789-BattleCreek-Michigan.pdf
25/07/1965,"""""Truax Field, Wisconsin""""",flying object,aircraft,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7438947-TruaxField-Wisconsin.pdf
25/07/1965,"""""Bruni, Texas""""",flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7439014-Bruni-Texas.pdf
25/07/1965,Illinois,flying object,satellite,https://ia601301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7439111-Illinois.pdf
26/07/1965,"""""Cumberland, Maryland""""",flying object,insufficient data,https://ia801301.us.archive.org/zipview.php?zip=/8/items/bluebook/1960s.zip&file=1960s%2F1965-07-7439155-Cumberland-Maryland.pdf
